observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2025,wikidataId/Q1172,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1174,dcid:NDAP_DengueDeaths_Statewise,13,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1174,dcid:NDAP_DengueDeaths_Statewise,18,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1174,dcid:NDAP_DengueDeaths_Statewise,11,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1174,dcid:NDAP_DengueDeaths_Statewise,9,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1174,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1177,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1177,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1177,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1177,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1177,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1180,dcid:NDAP_DengueDeaths_Statewise,4,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1180,dcid:NDAP_DengueDeaths_Statewise,18,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1180,dcid:NDAP_DengueDeaths_Statewise,10,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1180,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1180,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1184,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1184,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1184,dcid:NDAP_DengueDeaths_Statewise,4,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1184,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1184,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1185,dcid:NDAP_DengueDeaths_Statewise,7,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1185,dcid:NDAP_DengueDeaths_Statewise,9,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1185,dcid:NDAP_DengueDeaths_Statewise,11,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1185,dcid:NDAP_DengueDeaths_Statewise,27,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1185,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1186,dcid:NDAP_DengueDeaths_Statewise,27,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1186,dcid:NDAP_DengueDeaths_Statewise,29,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1186,dcid:NDAP_DengueDeaths_Statewise,153,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1186,dcid:NDAP_DengueDeaths_Statewise,128,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1186,dcid:NDAP_DengueDeaths_Statewise,65,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q26253,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q26253,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q26253,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q26253,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q26253,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1188,dcid:NDAP_DengueDeaths_Statewise,11,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1188,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1188,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1188,dcid:NDAP_DengueDeaths_Statewise,6,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1188,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1195,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1195,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1195,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1195,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1195,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1191,dcid:NDAP_DengueDeaths_Statewise,42,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1191,dcid:NDAP_DengueDeaths_Statewise,27,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1191,dcid:NDAP_DengueDeaths_Statewise,55,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1191,dcid:NDAP_DengueDeaths_Statewise,40,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1191,dcid:NDAP_DengueDeaths_Statewise,24,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1193,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1193,dcid:NDAP_DengueDeaths_Statewise,4,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1193,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1193,dcid:NDAP_DengueDeaths_Statewise,5,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1193,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1197,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1197,dcid:NDAP_DengueDeaths_Statewise,5,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1197,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1197,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1197,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1199,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1199,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1199,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1199,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1199,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1466991,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1466991,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1466991,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1466991,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1466991,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q22424,dcid:NDAP_DengueDeaths_Statewise,55,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q22424,dcid:NDAP_DengueDeaths_Statewise,41,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q22424,dcid:NDAP_DengueDeaths_Statewise,39,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q22424,dcid:NDAP_DengueDeaths_Statewise,13,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q22424,dcid:NDAP_DengueDeaths_Statewise,8,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1437,dcid:NDAP_DengueDeaths_Statewise,96,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1437,dcid:NDAP_DengueDeaths_Statewise,10,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1437,dcid:NDAP_DengueDeaths_Statewise,14,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1437,dcid:NDAP_DengueDeaths_Statewise,5,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1437,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1505,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1505,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1505,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1505,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1505,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1445,dcid:NDAP_DengueDeaths_Statewise,8,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1445,dcid:NDAP_DengueDeaths_Statewise,8,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1445,dcid:NDAP_DengueDeaths_Statewise,12,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1445,dcid:NDAP_DengueDeaths_Statewise,13,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1445,dcid:NDAP_DengueDeaths_Statewise,12,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1363,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1363,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1363,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1363,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1363,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q677037,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q677037,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q677037,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q677037,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q677037,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1904,dcid:NDAP_DengueDeaths_Statewise,29,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1904,dcid:NDAP_DengueDeaths_Statewise,33,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1904,dcid:NDAP_DengueDeaths_Statewise,36,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1904,dcid:NDAP_DengueDeaths_Statewise,9,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1904,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1498,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1498,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1498,dcid:NDAP_DengueDeaths_Statewise,17,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1498,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1498,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1356,dcid:NDAP_DengueDeaths_Statewise,7,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1356,dcid:NDAP_DengueDeaths_Statewise,30,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1356,dcid:NDAP_DengueDeaths_Statewise,4,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1356,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q43119,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q43119,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q43119,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q43119,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q43119,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q43110,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q43110,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q43110,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q43110,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q43110,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1353,dcid:NDAP_DengueDeaths_Statewise,23,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1353,dcid:NDAP_DengueDeaths_Statewise,9,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1353,dcid:NDAP_DengueDeaths_Statewise,19,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1353,dcid:NDAP_DengueDeaths_Statewise,11,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1353,dcid:NDAP_DengueDeaths_Statewise,4,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q46107,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q46107,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q46107,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q46107,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q46107,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1979,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1979,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1979,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1979,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1979,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q66743,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q66743,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q66743,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q66743,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q66743,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,country/IND,dcid:NDAP_DengueDeaths_National,346,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,country/IND,dcid:NDAP_DengueDeaths_National,303,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,country/IND,dcid:NDAP_DengueDeaths_National,485,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,country/IND,dcid:NDAP_DengueDeaths_National,297,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,country/IND,dcid:NDAP_DengueDeaths_National,131,Count,NDAP_NCVBDC_DengueSituation,P1Y
